name,new_name,description,filter,scale,formula,comment
UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART0,,"PCI Express bandwidth writing at IIO, part 0",,,,
UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART1,,"PCI Express bandwidth writing at IIO, part 1",,,,
UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART2,,"PCI Express bandwidth writing at IIO, part 2",,,,
UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART3,,"PCI Express bandwidth writing at IIO, part 3",,,,
UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART0,LLC_MISSES.PCIE_WRITE,PCI Express bandwidth writing at IIO,ch_mask=0x1f,4,"UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART0 + UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART1 + UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART2 + UNC_IIO_DATA_REQ_OF_CPU.MEM_WRITE.PART3",
UNC_IIO_DATA_REQ_OF_CPU.PEER_WRITE.PART0,,,,,,
UNC_IIO_DATA_REQ_OF_CPU.PEER_WRITE.PART1,,,,,,
UNC_IIO_DATA_REQ_OF_CPU.PEER_WRITE.PART2,,,,,,
UNC_IIO_DATA_REQ_OF_CPU.PEER_WRITE.PART3,,,,,,
UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART0,,"PCI Express bandwidth reading at IIO, part 0",,,,
UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART1,,"PCI Express bandwidth reading at IIO, part 1",,,,
UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART2,,"PCI Express bandwidth reading at IIO, part 2",,,,
UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART3,,"PCI Express bandwidth reading at IIO, part 3",,,,
UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART0,LLC_MISSES.PCIE_READ,PCI Express bandwidth reading at IIO,ch_mask=0x1f,4,"UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART0 + UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART1 + UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART2 + UNC_IIO_DATA_REQ_OF_CPU.MEM_READ.PART3",
UNC_IIO_DATA_REQ_OF_CPU.PEER_READ.PART0,,,,,,
UNC_IIO_DATA_REQ_OF_CPU.PEER_READ.PART1,,,,,,
UNC_IIO_DATA_REQ_OF_CPU.PEER_READ.PART2,,,,,,
UNC_IIO_DATA_REQ_OF_CPU.PEER_READ.PART3,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.MEM_WRITE.PART0,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.MEM_WRITE.PART1,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.MEM_WRITE.PART2,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.MEM_WRITE.PART3,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.PEER_WRITE.PART0,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.PEER_WRITE.PART1,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.PEER_WRITE.PART2,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.PEER_WRITE.PART3,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.MEM_READ.PART0,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.MEM_READ.PART1,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.MEM_READ.PART2,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.MEM_READ.PART3,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.PEER_READ.PART0,,,,,,
UNC_IIO_TXN_REQ_BY_CPU.PEER_READ.PART1,,,,,,
